id,start_time,end_time,duration,window_id,window_class,window_title
169,2018-03-27 14:27:04,2018-03-27 14:27:05,1,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
170,2018-03-27 14:27:04,2018-03-27 14:27:05,1,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
171,2018-03-27 14:27:04,2018-03-27 14:27:06,2,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
172,2018-03-27 14:27:04,2018-03-27 14:27:07,3,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
173,2018-03-27 14:27:04,2018-03-27 14:27:07,3,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
174,2018-03-27 14:27:04,2018-03-27 14:27:08,4,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
175,2018-03-27 14:27:04,2018-03-27 14:27:09,5,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
176,2018-03-27 14:27:04,2018-03-27 14:27:09,5,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
177,2018-03-27 14:27:04,2018-03-27 14:27:10,6,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
178,2018-03-27 14:27:04,2018-03-27 14:27:11,7,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
179,2018-03-27 14:27:04,2018-03-27 14:27:11,7,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
180,2018-03-27 14:27:04,2018-03-27 14:27:12,8,48234497,code,main.rs - i3-tracker-rs - Visual Studio Code
181,2018-03-27 14:27:12,2018-03-27 14:27:12,0,41943540,urxvt,i3-tracker-rs: cargo run
182,2018-03-27 14:27:12,2018-03-27 14:27:13,0,41943540,urxvt,i3-tracker-rs: cargo run
183,2018-03-27 14:27:12,2018-03-27 14:27:13,1,41943540,urxvt,i3-tracker-rs: cargo run
184,2018-03-27 14:27:12,2018-03-27 14:27:14,1,41943540,urxvt,i3-tracker-rs: cargo run
185,2018-03-27 14:27:12,2018-03-27 14:27:14,2,41943540,urxvt,i3-tracker-rs: cargo run
186,2018-03-27 14:27:12,2018-03-27 14:27:15,2,41943540,urxvt,i3-tracker-rs: cargo run
187,2018-03-27 14:27:12,2018-03-27 14:27:15,3,41943540,urxvt,i3-tracker-rs: cargo run
188,2018-03-27 14:27:12,2018-03-27 14:27:16,3,41943540,urxvt,i3-tracker-rs: cargo run
189,2018-03-27 14:27:12,2018-03-27 14:27:16,4,41943540,urxvt,i3-tracker-rs: cargo run
190,2018-03-27 14:27:12,2018-03-27 14:27:17,4,41943540,urxvt,i3-tracker-rs: cargo run
191,2018-03-27 14:27:12,2018-03-27 14:27:17,5,41943540,urxvt,i3-tracker-rs: cargo run
192,2018-03-27 14:27:12,2018-03-27 14:27:18,5,41943540,urxvt,i3-tracker-rs: cargo run
193,2018-03-27 16:04:32,2018-03-27 16:04:33,0,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
194,2018-03-27 16:04:33,2018-03-27 16:04:34,0,41943540,urxvt,i3-tracker-rs: cargo run
195,2018-03-27 16:04:34,2018-03-27 16:04:39,5,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
196,2018-03-27 16:04:39,2018-03-27 16:05:13,33,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
197,2018-03-27 16:05:13,2018-03-27 16:05:18,5,48236729,code,● main.rs - i3-tracker-rs - Visual Studio Code
198,2018-03-27 16:05:18,2018-03-27 16:05:28,10,48236729,code,● main.rs - i3-tracker-rs - Visual Studio Code
199,2018-03-27 16:05:28,2018-03-27 16:05:33,5,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
200,2018-03-27 16:05:33,2018-03-27 16:05:34,0,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
201,2018-03-27 16:05:34,2018-03-27 16:05:37,2,48236729,code,● main.rs - i3-tracker-rs - Visual Studio Code
202,2018-03-27 16:05:37,2018-03-27 16:05:38,0,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
203,2018-03-27 16:05:45,2018-03-27 16:05:46,1,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
204,2018-03-27 16:05:46,2018-03-27 16:05:51,5,41943540,urxvt,i3-tracker-rs: cargo run
205,2018-03-27 16:05:51,2018-03-27 16:06:42,50,41943540,urxvt,i3-tracker-rs: cargo run
206,2018-03-27 16:06:42,2018-03-27 16:06:42,0,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
207,2018-03-27 16:06:42,2018-03-27 16:06:47,5,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
208,2018-03-27 16:06:47,2018-03-27 16:06:51,4,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
209,2018-03-27 16:06:51,2018-03-27 16:06:52,0,41943540,urxvt,i3-tracker-rs: cargo run
210,2018-03-27 16:06:52,2018-03-27 16:06:52,0,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
211,2018-03-27 16:06:52,2018-03-27 16:06:57,5,41943540,urxvt,i3-tracker-rs: cargo run
212,2018-03-27 16:06:57,2018-03-27 16:07:12,14,41943540,urxvt,i3-tracker-rs: cargo run
213,2018-03-27 16:07:12,2018-03-27 16:07:17,5,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
214,2018-03-27 16:07:17,2018-03-27 16:07:21,4,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
215,2018-03-27 16:07:21,2018-03-27 16:07:21,0,29360144,Navigator,i3-tracker-rs/time_tracker.rs at master · danbruce/i3-tracker-rs - Mozilla Firefox
216,2018-03-27 16:07:21,2018-03-27 16:07:22,0,18874463,Pidgin,Buddy List
217,2018-03-27 16:07:22,2018-03-27 16:07:22,0,29360144,Navigator,i3-tracker-rs/time_tracker.rs at master · danbruce/i3-tracker-rs - Mozilla Firefox
218,2018-03-27 16:07:22,2018-03-27 16:07:22,0,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
219,2018-03-27 16:07:22,2018-03-27 16:07:23,0,41943540,urxvt,i3-tracker-rs: cargo run
